animal_name,source,text,media_link,wikipedia_link
kangaroo,https://www.animalfactsencyclopedia.com/Kangaroo-facts.html,Because of their unusual body structure kangaroos never move backwards and because they are always moving forward Australia uses a kangaroo on its coat of arms as a symbol of the countries resolute nature and dedication to progress,,/wiki/Kangaroo
killer whale,https://www.animalfactsencyclopedia.com/Killer-whale-facts.html,The killer whale is a actually the largest species of dolphin.,,/wiki/Orca
killer whale,https://www.animalfactsencyclopedia.com/Killer-whale-facts.html,"Killer whales stick their heads straight out of the water and inspect the world above the sea in an activity called ""spyhopping""",,/wiki/Orca
killer whale,https://www.animalfactsencyclopedia.com/Killer-whale-facts.html,"Killer whales are also known as ""orcas"" and by Inuit communities as ""blackfish""",,/wiki/Orca
killer whale,https://www.animalfactsencyclopedia.com/Killer-whale-facts.html,The killer whales top speed is almost 35 mph,,/wiki/Orca
killer whale,https://www.animalfactsencyclopedia.com/Killer-whale-facts.html,Killer whales sleep with 1/2 their brain at a time!,,/wiki/Orca
killer whale,https://www.animalfactsencyclopedia.com/Killer-whale-facts.html,The whale has a structure in its brain to process emotions that no other animal has - including human beings,,/wiki/Orca
killer whale,https://www.animalfactsencyclopedia.com/Killer-whale-facts.html,Killer whales may actually be several different species,,/wiki/Orca
killer whale,https://www.animalfactsencyclopedia.com/Killer-whale-facts.html,The killer whale is one of the few animals to be born tail first  - Killer Whale Facts.,,/wiki/Orca
koala,https://www.animalfactsencyclopedia.com/Koala-bear-facts.html,The koala is not a bear and is not related to any bear species,,/wiki/Koala
koala,https://www.animalfactsencyclopedia.com/Koala-bear-facts.html,"The word ""koala"" is an Aboriginal term for ""no drink"" because the koala gets most of its hydration from the leaves it eats",,/wiki/Koala
koala,https://www.animalfactsencyclopedia.com/Koala-bear-facts.html,Koalas sleep between 18 and 20 hours a day,,/wiki/Koala
koala,https://www.animalfactsencyclopedia.com/Koala-bear-facts.html,Koalas smell like eucalyptus cough drops,,/wiki/Koala
koala,https://www.animalfactsencyclopedia.com/Koala-bear-facts.html,Male koalas have a scent gland on their chest that they rub on their home trees to mark them,,/wiki/Koala
koala,https://www.animalfactsencyclopedia.com/Koala-bear-facts.html,"The mothers pouch is called a ""marsupium"", and is where the word ""marsupial"" comes from.",,/wiki/Koala
koala,https://www.animalfactsencyclopedia.com/Koala-bear-facts.html,"A male koala is called a buck, a female koala is called a doe and a baby koala is a joey",,/wiki/Koala
koala,https://www.animalfactsencyclopedia.com/Koala-bear-facts.html,"Nearly 4,000 koalas are killed each year by domestic dogs and automobiles, but the real culprit is deforestation which sends them to the ground to search for new habitat - Koala Bear Facts",,/wiki/Koala
lemur,https://www.animalfactsencyclopedia.com/Lemur-facts.html,Lemurs are only found on the island of Madagascar and tiny neighboring Comoro islands,,/wiki/Lemur
lemur,https://www.animalfactsencyclopedia.com/Lemur-facts.html,"Lemurs are primates, but they are not monkeys",,/wiki/Lemur
lemur,https://www.animalfactsencyclopedia.com/Lemur-facts.html,Lemurs have lower front teeth that are fashioned into a comb for grooming,,/wiki/Lemur
lemur,https://www.animalfactsencyclopedia.com/Lemur-facts.html,Ring-tailed lemurs spend the most time on the ground,,/wiki/Lemur
lemur,https://www.animalfactsencyclopedia.com/Lemur-facts.html,"The aye-aye has a special, long, boney finger, for hunting insects",,/wiki/Lemur
lemur,https://www.animalfactsencyclopedia.com/Lemur-facts.html,Natives believed whoever the aye-aye pointed its finger at was doomed,,/wiki/Lemur
lemur,https://www.animalfactsencyclopedia.com/Lemur-facts.html,"The lemur has a wet nose, like a dog, and a great sense of smell",,/wiki/Lemur
lemur,https://www.animalfactsencyclopedia.com/Lemur-facts.html,Scientists think lemur ancestors drifted to the island of Madagascar on clumps of floating vegetation,,/wiki/Lemur
leopard,https://www.animalfactsencyclopedia.com/Leopard-facts.html,The leopard is the best climber of the big cats..,,/wiki/Leopard
leopard,https://www.animalfactsencyclopedia.com/Leopard-facts.html,Leopards can drag prey twice their size high up into trees to keep them from scavengers,,/wiki/Leopard
leopard,https://www.animalfactsencyclopedia.com/Leopard-facts.html,"There are more leopards in the wild than lions, tigers and cheetahs combined.",,/wiki/Leopard
leopard,https://www.animalfactsencyclopedia.com/Leopard-facts.html,"A leopards spots are really circles of spots called ""rosettes"" that may be round or square in shape depending on the region.",,/wiki/Leopard
leopard,https://www.animalfactsencyclopedia.com/Leopard-facts.html,Leopards hang their kill in trees.,,/wiki/Leopard
leopard,https://www.animalfactsencyclopedia.com/Leopard-facts.html,"Although they are rarely in groups, a group of leopards is called a ""leap"" or a ""prowl""",,/wiki/Leopard
leopard,https://www.animalfactsencyclopedia.com/Leopard-facts.html,Leopards can be found both in rainforests and in the snow covered wilderness of Siberia,,/wiki/Leopard
leopard,https://www.animalfactsencyclopedia.com/Leopard-facts.html,Leopards are also known as panthers.,,/wiki/Leopard
leopard,https://www.animalfactsencyclopedia.com/Leopard-facts.html,A black panther is a leopard with melanistic coat coloration.,,/wiki/Leopard
leopard,https://www.animalfactsencyclopedia.com/Leopard-facts.html,Black panthers have faintly visible spots..,,/wiki/Leopard
african lion,https://www.animalfactsencyclopedia.com/African-lion-facts.html,Lions can consume up to 40 pounds of meat in a single meal.,,/wiki/Lion
african lion,https://www.animalfactsencyclopedia.com/African-lion-facts.html,"African lions sleep - or doze, rather- about 20 hours a day",,/wiki/Lion
african lion,https://www.animalfactsencyclopedia.com/African-lion-facts.html,"The ""big cats"" are the tiger, lion, leopard and jaguar - the only 4 members of the genus Panthera.",,/wiki/Lion
african lion,https://www.animalfactsencyclopedia.com/African-lion-facts.html,"The ""big cats"" are the only cats who can truly roar.",,/wiki/Lion
african lion,https://www.animalfactsencyclopedia.com/African-lion-facts.html,Big cats roar thanks to a specially designed larynx (a part of the throat).,,/wiki/Lion
african lion,https://www.animalfactsencyclopedia.com/African-lion-facts.html,The African lion has the longest larynx - and the loudest roar.,,/wiki/Lion
llama,https://www.animalfactsencyclopedia.com/Llama-facts.html,"Llamas have been domesticated for about 5,000 years",,/wiki/Llama
llama,https://www.animalfactsencyclopedia.com/Llama-facts.html,The llama has specially shaped blood cells to store oxygen in high altitudes,,/wiki/Llama
llama,https://www.animalfactsencyclopedia.com/Llama-facts.html,"Male llamas grow sharp ""fighting teeth"" and may damage eachother if they aren't removed",,/wiki/Llama
llama,https://www.animalfactsencyclopedia.com/Llama-facts.html,Llamas were used to carry the building materials during the construction of Machu Picchu,,/wiki/Llama
llama,https://www.animalfactsencyclopedia.com/Llama-facts.html,Llama herds hum in unison,,/wiki/Llama
llama,https://www.animalfactsencyclopedia.com/Llama-facts.html,A baby llama is called a cria,,/wiki/Llama
llama,https://www.animalfactsencyclopedia.com/Llama-facts.html,"Alpacas and llamas often interbreed, and the result is called a huarizo",,/wiki/Llama
llama,https://www.animalfactsencyclopedia.com/Llama-facts.html,"Some alpacas are worth hundreds of thousands of dollars, do to their exceptional wool, called ""fiber""",,/wiki/Llama
llama,https://www.animalfactsencyclopedia.com/Llama-facts.html,Alpaca fiber is softer than cashmere,,/wiki/Llama
manatee,https://www.animalfactsencyclopedia.com/Manatee-facts.html,Christopher Columbus mistook a manatee for a mermaid,,/wiki/Manatee
manatee,https://www.animalfactsencyclopedia.com/Manatee-facts.html,Manatees may have the smallest brain-to-body ratio of any mammal,,/wiki/Manatee
manatee,https://www.animalfactsencyclopedia.com/Manatee-facts.html,"When sleeping, manatees only need to take 3 breaths an hour",,/wiki/Manatee
manatee,https://www.animalfactsencyclopedia.com/Manatee-facts.html,Algae often grows on the backs of manatees - and acts as a sunscreen,,/wiki/Manatee
manatee,https://www.animalfactsencyclopedia.com/Manatee-facts.html,Manatees have thousands of whisker-like hairs all over their bodies,,/wiki/Manatee
manatee,https://www.animalfactsencyclopedia.com/Manatee-facts.html,The elephant is the closest relative of the manatee,,/wiki/Manatee
manatee,https://www.animalfactsencyclopedia.com/Manatee-facts.html,Manatees use their flippers to walk along the river bottom,,/wiki/Manatee
manatee,https://www.animalfactsencyclopedia.com/Manatee-facts.html,Manatees replace their molars as they where down,,/wiki/Manatee
manatee,https://www.animalfactsencyclopedia.com/Manatee-facts.html,"Despite how it may appear, the manatee does not have a layer of blubber and can't stand the cold",,/wiki/Manatee
meerkat,https://www.animalfactsencyclopedia.com/Meerkat-facts.html,The meerkat is also called the suricate,,/wiki/Meerkat
meerkat,https://www.animalfactsencyclopedia.com/Meerkat-facts.html,"The meerkat is not a weasel, it is a species of mongoose",,/wiki/Meerkat
meerkat,https://www.animalfactsencyclopedia.com/Meerkat-facts.html,"Like all mongooses, meerkats can kill cobras",,/wiki/Meerkat
meerkat,https://www.animalfactsencyclopedia.com/Meerkat-facts.html,Meerkats have about 20 specific warning calls,,/wiki/Meerkat
meerkat,https://www.animalfactsencyclopedia.com/Meerkat-facts.html,"A group of meerkats is called a ""mob"", a ""gang"", a ""pack"", or a ""troop"".",,/wiki/Meerkat
meerkat,https://www.animalfactsencyclopedia.com/Meerkat-facts.html,Meerkats have bare patches on their bellies that they expose to the sun when they need to warm up,,/wiki/Meerkat
meerkat,https://www.animalfactsencyclopedia.com/Meerkat-facts.html,The meerkats favorite food is scorpions,,/wiki/Meerkat
mongoose,https://www.animalfactsencyclopedia.com/Mongoose-facts.html,"A group of mongooses is called a ""mob"" a ""pack"" a ""gang"" or a ""troop""",,/wiki/Mongoose
mongoose,https://www.animalfactsencyclopedia.com/Mongoose-facts.html,The mongoose is not a weasel,,/wiki/Mongoose
mongoose,https://www.animalfactsencyclopedia.com/Mongoose-facts.html,The meerkat is a species of mongoose,,/wiki/Mongoose
mongoose,https://www.animalfactsencyclopedia.com/Mongoose-facts.html,Some mongoose species live in abandoned termite mounds,,/wiki/Mongoose
mongoose,https://www.animalfactsencyclopedia.com/Mongoose-facts.html,The mongoose has horizontal pupils.,,/wiki/Mongoose
mongoose,https://www.animalfactsencyclopedia.com/Mongoose-facts.html,Most mongoose species have very high tolerance to scorpion and snake venom -Mongoose Facts!,,/wiki/Mongoose
monkey,https://www.animalfactsencyclopedia.com/Monkey-facts.html,"A group of monkeys is called a ""troop""",,/wiki/Monkey
monkey,https://www.animalfactsencyclopedia.com/Monkey-facts.html,Some Old World monkeys have cheek pouches that allow them to save food and chew it later.,,/wiki/Monkey
monkey,https://www.animalfactsencyclopedia.com/Monkey-facts.html,"Many monkey species, like capuchins, use tools regularly.",,/wiki/Monkey
monkey,https://www.animalfactsencyclopedia.com/Monkey-facts.html,"Only one monkey species exists in Europe, the Barbary macaque of Gibraltar",,/wiki/Monkey
monkey,https://www.animalfactsencyclopedia.com/Monkey-facts.html,Howler monkeys can be heard for 5 miles,,/wiki/Monkey
monkey,https://www.animalfactsencyclopedia.com/Monkey-facts.html,Some New World monkeys may live their entire lives in rain forest treetops and never touch the ground.- Monkey Facts,,/wiki/Monkey
moose,https://www.animalfactsencyclopedia.com/Moose-facts.html,The moose is the largest deer in the world,,/wiki/Moose
moose,https://www.animalfactsencyclopedia.com/Moose-facts.html,"Moose antlers fall off every winter, and grow back every spring",,/wiki/Moose
moose,https://www.animalfactsencyclopedia.com/Moose-facts.html,Moose mothers usually have twins,,/wiki/Moose
moose,https://www.animalfactsencyclopedia.com/Moose-facts.html,A full grown male moose can be 7 feet tall at the shoulder,,/wiki/Moose
moose,https://www.animalfactsencyclopedia.com/Moose-facts.html,The big nose of the moose is designed to help them eat with their head underwater,,/wiki/Moose
moose,https://www.animalfactsencyclopedia.com/Moose-facts.html,"The moose has a fleshy, hanging dewlap called a ""bell""",,/wiki/Moose
moose,https://www.animalfactsencyclopedia.com/Moose-facts.html,Moose antlers can be over 6 feet wide,,/wiki/Moose
moose,https://www.animalfactsencyclopedia.com/Moose-facts.html,"If antlers get locked while moose are fighting, they may perish stuck together",,/wiki/Moose
mustang horse,https://www.animalfactsencyclopedia.com/Mustang-horse.html,Mustangs average about 56 inches at the shoulder,,/wiki/Mustang
mustang horse,https://www.animalfactsencyclopedia.com/Mustang-horse.html,They weigh between 700 and 900 pounds,,/wiki/Mustang
mustang horse,https://www.animalfactsencyclopedia.com/Mustang-horse.html,"There are approximately 50,000 wild mustangs",,/wiki/Mustang
mustang horse,https://www.animalfactsencyclopedia.com/Mustang-horse.html,There is a controversy over whether they are feral or truly wild,,/wiki/Mustang
mustang horse,https://www.animalfactsencyclopedia.com/Mustang-horse.html,Mustangs can run up to 35 miles an hour,,/wiki/Mustang
mustang horse,https://www.animalfactsencyclopedia.com/Mustang-horse.html,They have one of the longest life spans of horse breeds - sometimes 40 years!,,/wiki/Mustang
okapi,https://www.animalfactsencyclopedia.com/Okapi-facts.html,The okapi is the closest relative of the giraffe,,/wiki/Okapi
okapi,https://www.animalfactsencyclopedia.com/Okapi-facts.html,The okapis tongue is so long it can lick it's ears,,/wiki/Okapi
okapi,https://www.animalfactsencyclopedia.com/Okapi-facts.html,"Okapis have 2 skin-covered horns called ""occicones""",,/wiki/Okapi
okapi,https://www.animalfactsencyclopedia.com/Okapi-facts.html,The okapi has scent glands in it's feet that leave a stinky residue,,/wiki/Okapi
okapi,https://www.animalfactsencyclopedia.com/Okapi-facts.html,"Okapis ""chew their cud"" just like cows",,/wiki/Okapi
okapi,https://www.animalfactsencyclopedia.com/Okapi-facts.html,The okapi can communicate at sound levels that humans can't hear,,/wiki/Okapi
common opossum,https://www.animalfactsencyclopedia.com/Opossum-facts.html,"Opossum rabies is actually more rare than in skunks, raccoons or foxes",,/wiki/Common_opossum
common opossum,https://www.animalfactsencyclopedia.com/Opossum-facts.html,"The opossum is often called possum, leaving off the ""o""",,/wiki/Common_opossum
common opossum,https://www.animalfactsencyclopedia.com/Opossum-facts.html,"Old World ""possums"" and New World ""opossums"" are not closely related",,/wiki/Common_opossum
common opossum,https://www.animalfactsencyclopedia.com/Opossum-facts.html,Opossums have prehensile tails and opposable big toes,,/wiki/Common_opossum
common opossum,https://www.animalfactsencyclopedia.com/Opossum-facts.html,"The opossum is not a rodent, it is a marsupial like a kangaroo",,/wiki/Common_opossum
common opossum,https://www.animalfactsencyclopedia.com/Opossum-facts.html,"Opossums raise their young in a pouch called a ""marsupium""",,/wiki/Common_opossum
common opossum,https://www.animalfactsencyclopedia.com/Opossum-facts.html,The common opossum is the only marsupial in North America,,/wiki/Common_opossum
common opossum,https://www.animalfactsencyclopedia.com/Opossum-facts.html,"Opossums ""play opossum"" or ""play dead"" to confuse predators",,/wiki/Common_opossum
orangutan,https://www.animalfactsencyclopedia.com/Orangutan-facts.html,"A group of orangutans is called a ""congress""",,/wiki/Orangutan
orangutan,https://www.animalfactsencyclopedia.com/Orangutan-facts.html,The orangutan is the only great ape native to Asia,,/wiki/Orangutan
orangutan,https://www.animalfactsencyclopedia.com/Orangutan-facts.html,Orangutans are the largest tree-dwelling animals in the world,,/wiki/Orangutan
orangutan,https://www.animalfactsencyclopedia.com/Orangutan-facts.html,An orangutan has incredibly strong arms that are twice as long as its legs,,/wiki/Orangutan
orangutan,https://www.animalfactsencyclopedia.com/Orangutan-facts.html,"Adult male orangutans develop large ""cheek flanges"" that are thick pads of fat that frame their faces",,/wiki/Orangutan
orangutan,https://www.animalfactsencyclopedia.com/Orangutan-facts.html,The orangutan is the only great ape that does not live in large groups,,/wiki/Orangutan
orangutan,https://www.animalfactsencyclopedia.com/Orangutan-facts.html,Orangutans share about 96.4% of our DNA,,/wiki/Orangutan
orangutan,https://www.animalfactsencyclopedia.com/Orangutan-facts.html,Orangutans love a fruit called Durian which smells like strong garlic,,/wiki/Orangutan
otter,https://www.animalfactsencyclopedia.com/Otter-facts.html,Giant otters eat piranhas,,/wiki/Otter
otter,https://www.animalfactsencyclopedia.com/Otter-facts.html,River otters love to body surf in the snow,,/wiki/Otter
otter,https://www.animalfactsencyclopedia.com/Otter-facts.html,Mother sea otters wrap their babies in kelp or seaweed while they dive,,/wiki/Otter
otter,https://www.animalfactsencyclopedia.com/Otter-facts.html,"Otter poop has its own special name - ""spraint""",,/wiki/Otter
otter,https://www.animalfactsencyclopedia.com/Otter-facts.html,The sea otter has the densest coat of any mammal,,/wiki/Otter
otter,https://www.animalfactsencyclopedia.com/Otter-facts.html,Sea otter fur has one million individual hairs per square inch,,/wiki/Otter
otter,https://www.animalfactsencyclopedia.com/Otter-facts.html,Sea otters use rocks as tools to break open clams and crab shells,,/wiki/Otter
otter,https://www.animalfactsencyclopedia.com/Otter-facts.html,The sea otter is the smallest marine mammal,,/wiki/Otter
otter,https://www.animalfactsencyclopedia.com/Otter-facts.html,Fisherman in Bangladesh used trained otters to help them net the catch of the day,,/wiki/Otter
giant panda,https://www.animalfactsencyclopedia.com/Giant-Panda-facts.html,"Although scientists have debated for years about this one Giant Panda fact, recent DNA research has proved that the Giant panda really is a true bear.",,/wiki/Giant_panda
giant panda,https://www.animalfactsencyclopedia.com/Giant-Panda-facts.html,The giant pandas diet is over 95% bamboo,,/wiki/Giant_panda
giant panda,https://www.animalfactsencyclopedia.com/Giant-Panda-facts.html,"A newborn panda weighs only 3 to 5 onces and is 1/1000th the size of its mother!",,/wiki/Giant_panda
giant panda,https://www.animalfactsencyclopedia.com/Giant-Panda-facts.html,"The red panda or ""firefox"" is more closely related to a ferret than to a bear.",,/wiki/Giant_panda
pig,https://www.animalfactsencyclopedia.com/Pig-facts.html,There are over one billion pigs on Earth,,/wiki/Pig
pig,https://www.animalfactsencyclopedia.com/Pig-facts.html,Pigs can squeal almost as loud as a jet engine,,/wiki/Pig
pig,https://www.animalfactsencyclopedia.com/Pig-facts.html,Pigs can smell things 7 miles away and 20 feet underground,,/wiki/Pig
pig,https://www.animalfactsencyclopedia.com/Pig-facts.html,"Pigs do have a few sweat glands, but mostly on their nose",,/wiki/Pig
pig,https://www.animalfactsencyclopedia.com/Pig-facts.html,Pigs use their snouts for digging,,/wiki/Pig
pig,https://www.animalfactsencyclopedia.com/Pig-facts.html,A pigs hooves are called trotters,,/wiki/Pig
pig,https://www.animalfactsencyclopedia.com/Pig-facts.html,"Pigs will eat almost anything, including feces",,/wiki/Pig
pig,https://www.animalfactsencyclopedia.com/Pig-facts.html,Ancient Europeans once used pigs to get rid of sewage,,/wiki/Pig
polar bear,https://www.animalfactsencyclopedia.com/Polar-bear-facts.html,The polar bear is the largest land carnivore,,/wiki/Polar_bear
polar bear,https://www.animalfactsencyclopedia.com/Polar-bear-facts.html,"Polar bears spend about 90% of their lives in  - or on-  the water,  walking, running,  and rolling around on the frozen ice cap, which is - after all- not land, but sea!.",,/wiki/Polar_bear
polar bear,https://www.animalfactsencyclopedia.com/Polar-bear-facts.html,Polar bears and brown bears occasionally inter-breed in the wild. Some think their reddish-colored offspring are mistaken for Bigfoot!,,/wiki/Polar_bear
polar bear,https://www.animalfactsencyclopedia.com/Polar-bear-facts.html,A polar bears fur is not white - the hairs are actually translucent,,/wiki/Polar_bear
polar bear,https://www.animalfactsencyclopedia.com/Polar-bear-facts.html,Polar bears have black skin.,,/wiki/Polar_bear
polar bear,https://www.animalfactsencyclopedia.com/Polar-bear-facts.html,Polar bears can smell a seal coming up for air over 1/2 a mile away.,,/wiki/Polar_bear
polar bear,https://www.animalfactsencyclopedia.com/Polar-bear-facts.html,A new-born baby polar bear is smaller than a guinea pig     Amazing Polar Bear Facts!,,/wiki/Polar_bear
porcupine,https://www.animalfactsencyclopedia.com/Porcupine-facts.html,Porcupines can't throw their quills,,/wiki/Porcupine
porcupine,https://www.animalfactsencyclopedia.com/Porcupine-facts.html,"Porcupines have a strong, musky ""wet dog"" smell",,/wiki/Porcupine
porcupine,https://www.animalfactsencyclopedia.com/Porcupine-facts.html,"Though they are a little clumsy, porcupines are built for climbing",,/wiki/Porcupine
porcupine,https://www.animalfactsencyclopedia.com/Porcupine-facts.html,African cape porcupines have 20 inch quills,,/wiki/Porcupine
porcupine,https://www.animalfactsencyclopedia.com/Porcupine-facts.html,Porcupine quills are hollow,,/wiki/Porcupine
porcupine,https://www.animalfactsencyclopedia.com/Porcupine-facts.html,"Porcupine guard hairs are used to make a Native American headress called a ""roach""",,/wiki/Porcupine
porcupine,https://www.animalfactsencyclopedia.com/Porcupine-facts.html,The quills have barbs on the tips that cause them to burrow deeper into the skin and make them hard to remove,,/wiki/Porcupine
porcupine,https://www.animalfactsencyclopedia.com/Porcupine-facts.html,"The fisher, a very tough weasel species, regularly eats porcupines",,/wiki/Porcupine
porcupine,https://www.animalfactsencyclopedia.com/Porcupine-facts.html,Some porcupines have prehensile tails like New World monkeys,,/wiki/Porcupine
puppy,https://www.animalfactsencyclopedia.com/Puppy-facts.html,Puppies are born blind and hairless,,/wiki/Puppy
puppy,https://www.animalfactsencyclopedia.com/Puppy-facts.html,Their eyes will open at about 8 to 14 days,,/wiki/Puppy
puppy,https://www.animalfactsencyclopedia.com/Puppy-facts.html,Puppies can stand up at about 15 days old,,/wiki/Puppy
puppy,https://www.animalfactsencyclopedia.com/Puppy-facts.html,They are usually able to walk about by 21 days old,,/wiki/Puppy
puppy,https://www.animalfactsencyclopedia.com/Puppy-facts.html,They are very well coordinated and can run and jump by,,/wiki/Puppy
puppy,https://www.animalfactsencyclopedia.com/Puppy-facts.html,"Puppies are born with 28 ""puppy teeth""",,/wiki/Puppy
puppy,https://www.animalfactsencyclopedia.com/Puppy-facts.html,These teeth fall out and are replaced by 48 adult teeth at around 4 months,,/wiki/Puppy
rabbit,https://www.animalfactsencyclopedia.com/Rabbit-facts.html,"A group of rabbits is called a ""herd""",,/wiki/Rabbit
rabbit,https://www.animalfactsencyclopedia.com/Rabbit-facts.html,"Rabbits live in underground burrows called ""warrens"" that can include several rooms and several hundred feet of tunnels",,/wiki/Rabbit
rabbit,https://www.animalfactsencyclopedia.com/Rabbit-facts.html,"The male rabbit is a buck, the female is a doe and the baby is a kit, a kitten or a bunny",,/wiki/Rabbit
rabbit,https://www.animalfactsencyclopedia.com/Rabbit-facts.html,"Rabbits are born helpless with no fur and their eyes closed, hares are born fully furred, eyes open and can eat solid food almost immediately.",,/wiki/Rabbit
rabbit,https://www.animalfactsencyclopedia.com/Rabbit-facts.html,"Rabbits are lagamorphs, not rodents",,/wiki/Rabbit
rabbit,https://www.animalfactsencyclopedia.com/Rabbit-facts.html,Domestic rabbits have changed in captivity so substantially that they can no longer successfully  breed with wild rabbits,,/wiki/Rabbit
rabbit,https://www.animalfactsencyclopedia.com/Rabbit-facts.html,Rabbits can see completely behind them,,/wiki/Rabbit
rabbit,https://www.animalfactsencyclopedia.com/Rabbit-facts.html,A rabbits teeth continue to grow its entire life,,/wiki/Rabbit
rabbit,https://www.animalfactsencyclopedia.com/Rabbit-facts.html,"Rabbit meat is leaner than beef, chicken or pork and is all white meat.- Rabbit Facts!",,/wiki/Rabbit
raccoon,https://www.animalfactsencyclopedia.com/Raccoon-facts.html,"A group of raccoons is called a ""nursery"" or a ""gaze"" of raccoons",,/wiki/Raccoon
raccoon,https://www.animalfactsencyclopedia.com/Raccoon-facts.html,"The word raccoon comes from a Powhatan Native American word meaning ""scrubs with hands""",,/wiki/Raccoon
raccoon,https://www.animalfactsencyclopedia.com/Raccoon-facts.html,Raccoons were once thought to be tiny bears.,,/wiki/Raccoon
raccoon,https://www.animalfactsencyclopedia.com/Raccoon-facts.html,Christopher Columbus was the first to put observations about this fascinating animal down in writing,,/wiki/Raccoon
raccoon,https://www.animalfactsencyclopedia.com/Raccoon-facts.html,Raccoons have whiskers on their front toes!,,/wiki/Raccoon
raccoon,https://www.animalfactsencyclopedia.com/Raccoon-facts.html,"Raccoons do not have opposable thumbs,  but their ""pinkie"" finger and thumb can meet across the palm.",,/wiki/Raccoon
raccoon,https://www.animalfactsencyclopedia.com/Raccoon-facts.html,"Raccoons are born with very fine fuzz, and faint little masks around their eyes",,/wiki/Raccoon
raccoon,https://www.animalfactsencyclopedia.com/Raccoon-facts.html,"The ""raccoon dog""looks remarkably like a raccoon but is not related to the raccoon - it is in the canine family.- Raccoon Facts!",,/wiki/Raccoon
reindeer,https://www.animalfactsencyclopedia.com/Reindeer-facts.html,"The reindeer of North America are called ""caribou""",,/wiki/Reindeer
reindeer,https://www.animalfactsencyclopedia.com/Reindeer-facts.html,The Eurasian reindeer is the only domestic species of deer,,/wiki/Reindeer
reindeer,https://www.animalfactsencyclopedia.com/Reindeer-facts.html,Reindeer are the only species of deer in which the females usually have antlers,,/wiki/Reindeer
reindeer,https://www.animalfactsencyclopedia.com/Reindeer-facts.html,The reindeer has the largest set of antlers for body mass of all deer - including moose,,/wiki/Reindeer
reindeer,https://www.animalfactsencyclopedia.com/Reindeer-facts.html,A mature male forest reindeer can have an antler spread of over  5 feet,,/wiki/Reindeer
reindeer,https://www.animalfactsencyclopedia.com/Reindeer-facts.html,Some caribou herds have the longest migration of any land animal - over 3000 miles,,/wiki/Reindeer
rhino,https://www.animalfactsencyclopedia.com/Rhino-facts.html,White rhinos and Black rhinos are both actually grey in color,,/wiki/Rhinoceros
rhino,https://www.animalfactsencyclopedia.com/Rhino-facts.html,"White rhinos are probably called ""white"" due to a misinterpretation of the word for ""wide"" referring to their wide, straight lips.",,/wiki/Rhinoceros
rhino,https://www.animalfactsencyclopedia.com/Rhino-facts.html,The Black rhino may be called black because they often cover themselves with very dark mud.,,/wiki/Rhinoceros
rhino,https://www.animalfactsencyclopedia.com/Rhino-facts.html,The largest rhino horns can be over 4 feet in length!,,/wiki/Rhinoceros
rhino,https://www.animalfactsencyclopedia.com/Rhino-facts.html,Rhinoceros skin is over an inch thick in some parts of the body,,/wiki/Rhinoceros
rhino,https://www.animalfactsencyclopedia.com/Rhino-facts.html,"Rhinos are not nearly as dangerous as they look, and only about 3 attacks a year are reported.",,/wiki/Rhinoceros
rhino,https://www.animalfactsencyclopedia.com/Rhino-facts.html,"It is occasionally suggested that rhinos have ""extra ribs"", but they actually have 18 pairs, which is the same number of ribs that horses have.",,/wiki/Rhinoceros
seal,https://www.animalfactsencyclopedia.com/Seal-facts.html,"Seals are known as the true seals, the earless seals or the crawling seals",,/wiki/Pinniped
seal,https://www.animalfactsencyclopedia.com/Seal-facts.html,"A male seal is called a bull, a female is called a cow, and a baby is called a pup",,/wiki/Pinniped
seal,https://www.animalfactsencyclopedia.com/Seal-facts.html,"A group of seals is called a colony on land, and a raft when in the water.",,/wiki/Pinniped
seal,https://www.animalfactsencyclopedia.com/Seal-facts.html,The male Southern elephant seal can grow to the size of a small truck weighing over 7000 pounds and measuring over 16 feet long.,,/wiki/Pinniped
seal,https://www.animalfactsencyclopedia.com/Seal-facts.html,Some seals can stay underwater for up to an hour without taking a breath,,/wiki/Pinniped
seal,https://www.animalfactsencyclopedia.com/Seal-facts.html,Seals replace their skin and their fur every year in one 30 day long molt.,,/wiki/Pinniped
sea lion,https://www.animalfactsencyclopedia.com/Sea-lion-facts.html,Sea lions are known as eared or walking seals,,/wiki/Sea_lion
sea lion,https://www.animalfactsencyclopedia.com/Sea-lion-facts.html,"A male sea lion is called a bull, a female is called a cow, and a baby is called a pup",,/wiki/Sea_lion
sea lion,https://www.animalfactsencyclopedia.com/Sea-lion-facts.html,"A group of sea lions is called a colony on land, and a raft when in the water.",,/wiki/Sea_lion
sea lion,https://www.animalfactsencyclopedia.com/Sea-lion-facts.html,The male stellar sea lion can grow to the size of a compact car weighing over 2000 pounds and measuring over 10 feet long.,,/wiki/Sea_lion
sea lion,https://www.animalfactsencyclopedia.com/Sea-lion-facts.html,Some sea lions can stay underwater for over half an hour without taking a breath,,/wiki/Sea_lion
sea lion,https://www.animalfactsencyclopedia.com/Sea-lion-facts.html,Male sea lions may fast for up to 40 days during mating season.,,/wiki/Sea_lion
sea lion,https://www.animalfactsencyclopedia.com/Sea-lion-facts.html,Female sea lions may fast for up to 16 days when their pup is first born,,/wiki/Sea_lion
